text,text_clean,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
Les Privat di Ulujami TK SD SMP SMA UN Simak UI SBMPTN - Matematika Fisika Kimia Biologi Akuntansi Ekonomi...,les privat ulujami tk sekolah dasar ujian nasional simak oi seleksi masuk perguruan negeri matematika fisika kimia biologi akuntansi ekonomi,0,0,0,0,0,0,0,0,0,0,0,0
"Apa tunggu Habis Dulu Aset Negara Ini,Baru Kita Lengserkan Jokowi.....??",tunggu habis aset negara lengserkan jokowi,1,0,1,0,0,0,0,0,1,0,0,1
USER mint eue dia. tinggalin',mint ngewe tinggalkan,0,0,0,0,0,0,0,0,0,0,0,0
RT USER: Dengan anda bicara begitu anda sdh ngaku kalau ada kecurangan di pemilihan kepala daerah DKI Jakarta kemarin. URL mundurlah secara terhormat.,bicara mengakui kecurangan pemilihan kepala daerah daerah khusus ibukota jaka a kemarin uniform resource locator mundurlah terhormat,1,0,1,0,0,0,0,0,1,1,0,0
USER Cebong kacung ke gini bicara nya ya?#%^^..pantas saja',cebong kacung bicara nya ya,1,1,1,0,0,0,0,0,1,1,0,0
"Gubernur DKI Jakarta Anies Baswedan bertemu dengan Presiden Turki Recep Tayyib Erdogan saat menunaikan salat Jumat di Mesjid Sultan Ayyub, Istanbul, Turki, Jumat waktu setempat.",gubernur daerah khusus ibukota jaka a anies baswedan be emu presiden turki resep tayib erdogan menunaikan salat jumat mesjid sultan ayub istanbul turki jumat,0,0,0,0,0,0,0,0,0,0,0,0
"Ngadain diskusi dibilang mau bangkitin PKI ngebelain yg di""pki""-kan paksa dituduh antek komunis.",mengadakan diskusi dibilang bangkitan partai komunis indonesia membela partai komunis indonesia paksa dituduh antek komunis,1,0,0,1,0,1,0,0,0,0,1,0
"Ini menurut gw ya, ga usahlah kita ribet bikin nuklir, katanya kecoa bisa bertahan dari nuklir/bom atom sedangkan di sini banyak dijual kapur bagus kecoa bisa mati\n\nKapur bagus &gt;&gt;&gt;&gt; Nuklir'",gue ya usahlah ribet bikin nuklir kecoa be ahan nuklir bom atom dijual kapur bagus kecoa mati kapur bagus nuklir,0,0,0,0,0,0,0,0,0,0,0,0
Pagi2 sdh Rame AHOKER MAU LENGSERKAN JOKOWI JumatBerkah,pagi pagi ramai ahoker lengserkan jokowi jumat berkah,1,0,1,0,0,0,0,0,1,1,0,0
"#ILCPrabowoMenyerang setelah minggu lalu ilc enggak mutu, kini sangat luar biasa karena dpt menghadirkan orang gila tampa kuping\xf0\x9f\x98\xb5'",indonesia lawyers club prabowo menyerang minggu indonesia lawyers club mutu menghadirkan orang gila kuping,1,1,1,0,0,0,1,0,0,1,0,0
USER USER USER USER USER Bhahahaha ru kacamat dr cina bikinan kapir brooh mereknya ahoq hoook',haha ru kacamata cina buatan kafir bro mereknya ahok hoook,1,1,0,1,0,1,0,0,0,0,1,0
USER Klu rezim sdh berganti saja pulang. anti islam gak bisa dipercaya.,rezim berganti pulang anti islam dipercaya,1,0,1,0,1,0,0,0,0,1,0,0
"USER Berbanggalah wahai bajingan, tuhan memberkati \xf0\x9f\x98\x89'",berbanggalah bajingan tuhan memberkati,1,1,1,0,0,0,0,0,1,1,0,0
USER Cupu anjir lu',cupu anjir,1,1,1,0,0,0,0,0,1,1,0,0
"USER cebong emang suram...dolar naik dia mingkem,tka berbondong2 masuk dia mingkem,yg di ributin ama bong cuma hrs ama pks \xf0\x9f\xa4\xa3'",cebong suram dolar diam tenaga kerja asing berbondong bondong masuk diam meributkan bong partai keadilan sejahtera,1,1,0,1,0,0,0,0,1,0,1,0
"Pasca UU Antiterorisme disahkan DPR menjadi undang-undang, partai mana yg terlihat panik?'",pasca undang undang anti terorisme disahkan dewan perwakilan rakyat undang undang ai panik,0,0,0,0,0,0,0,0,0,0,0,0
"RT USER: ga ada urusannya, monyet. gua broken home kaga gitu2 amat. malah dipukulin sama temen2 gua yang kaya raya. ga ada ga ada. h\xe2\x80\xa6'",urusannya monyet gue broken home dipukuli teman teman gue kayak raya h,1,1,1,0,0,0,0,0,1,1,0,0
"USER Pak USER kumpulkan semua ahli Islam, Anda instruksikan cari Inti Islam hasilnya pasti sperti ini",kumpulkan ahli islam instruksikan cari inti islam hasilnya spe i,0,0,0,0,0,0,0,0,0,0,0,0
"PUSER P Jokowi mpu rubah nsib rkyt, krt sehat, infrastruktur, khusus Papua bangun Infrastrutur agar tercipta centra2 ekonomi; utk tkatkan ekon rkyt Papua. MKS ke Pare2 Jl Kereta Api, bangun jl tol, MRT n LRT di Jkt. Scr tdk lsung utk ubah nasib rkyt",p p jokowi empu rubah nasib rakyat k sehat infrastruktur khusus papua bangun infrastruktur tercipta sentra sentra ekonomi tingkatan ekon rakyat papua mks pare pare jalan kereta api bangun jalan tol l jakarta langsung ubah nasib rakyat,0,0,0,0,0,0,0,0,0,0,0,0
Ayo lengserkan jokowi aja ... DPR MPR pada Nyari Aman... Rakyat Cuman Dikadalin doang,ayo lengserkan jokowi dewan perwakilan rakyat majelis permusyawaratan rakyat mencari aman rakyat dikadali doang,1,0,1,0,0,0,0,0,1,0,0,1
yah dah bobo si mark :(((( LAH TRUS KNP CHER ANJIR LO NAJIS',ya tidur sih mark cher anjir najis,1,1,1,0,0,0,0,0,1,1,0,0
USER USER USER Orang kristen sok tau islam amat lu...\n\nKlo ga tau tentang islam ga usah komen lu.... sunat dulu sono baru komen',orang kristen sok tau islam tau islam komen sunat komen,1,0,1,0,1,0,0,0,0,1,0,0
"Berkebalikan dengan semangat UUPA 1960, orientasi politik #agraria rejim Orde Baru adalah untuk mendukung investasi-investasi skala besar. |#keadilandistribusitanah'",berkebalikan semangat upah 1960 orientasi politik agraria rejim orde mendukung investasi investasi skala keadilan distribusi tanah,0,0,0,0,0,0,0,0,0,0,0,0
Kalo nct cina debut bayak yang ngadain ga kali ya USER #NCT',nct cina debut bayak mengadakan kali ya nct,0,0,0,0,0,0,0,0,0,0,0,0
"USER Agama itu urusan pribadi dengan Tuhan, mau nikah beda agama, atau mau si Dimas pindah ke katolik atau si nadine pindah ke islam itu bukan urusan kita, doakan aja perkawinan mereka langgeng sampai maut memisahkan'",agama urusan pribadi tuhan nikah beda agama sih dimas pindah katolik sih nadine pindah islam urusan doakan perkawinan langgeng maut memisahkan,0,0,0,0,0,0,0,0,0,0,0,0
"Inikah hasil ""pencitraan"" USER ? Tanya sama beliau USER URL",hasil pencitraan beliau uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
"... penyakit seperti ini.\n\n\xe3\x85\xa4\xe3\x85\xa4Hidupnya semakin berat. Sudah berat akan deritanya menjadi seorang indigo yang digundrung mahluk astral, ditambah berat dengan fakta mengejutkan tentang dirinya si buta wajah.\n\nSemua ini karena mati",penyakit sepe i berat berat deritanya indigo dirundung makhluk astral ditambah berat fakta mengejutkan sih buta wajah mati,0,0,0,0,0,0,0,0,0,0,0,0
"USER USER Karena sebutan rumah Presiden adalah istana, maka bnyak calon *raja2* ingin berkuasa dgn berbagai cara dgn cara mengorbankan rakyat dan negara yg diobok2 aturan hidup bernegara. Harus diganti sebutan Istana menjadi Rumah Rakyat..",sebutan rumah presiden istana calon raja raja berkuasa mengorbankan rakyat negara diobok obok aturan hidup bernegara diganti sebutan istana rumah rakyat,0,0,0,0,0,0,0,0,0,0,0,0
"PKI & ORMAS anti PANCASILA sdh dilarang Di NKRI, Tolong jawab USER bukannya anda & Pk USER ikut TURUNKAN Pk Harto 1998..jawablah",partai komunis indonesia organisasi masyarakat anti pancasila dilarang negara kesatuan republik indonesia tolong turunkan o 1998 jawablah,1,0,1,0,0,0,0,0,1,1,0,0
Bahkan fisikku berada dalam kata sempurna namun sesungguhnya jiwaku cacat semenjak ayah tiada.',fisikku sempurna sesungguhnya jiwaku cacat semenjak ayah tiada,0,0,0,0,0,0,0,0,0,0,0,0
USER Iya betul juga ya. Aku kok merasa BODOH membalas komen2mu yang tolol..... hehehe.. makanya balik ke bangku sekolah.. baca banyak data. Jangan karena rasa bencimu OTAK mu jadi gagal bekerja.',iya ya bodoh membalas komen komenmu tolol hehe bangku sekolah baca data bencimu otak mu gagal,1,1,1,0,0,0,1,0,0,1,0,0
"USER USER USER USER Matamu memang picek,kebencianmu terhadap pak Jokowi menutupi hati dan pikiranmu,sejarah baru tercipta di era pak Jokowi,makanya buka kaca mata itu.\xf0\x9f\x98\x9c\nEnte cm melihat hutang negara di era pak J",matamu picek kebencianmu jokowi menutupi hati pikiranmu sejarah tercipta era jokowi buka kaca mata hutang negara era j,1,1,1,0,0,0,1,0,0,1,0,0
USER Ayo siapa lagi yg mau berevolusi atau bermutasi genetik jd cebong',ayo berevolusi bermutasi genetik cebong,0,1,0,0,0,0,0,0,0,0,0,0
"Tangung kalau cuma blokir jokowi, yuk ah tingkatin jadi lengserkan jokowi biar kehidupan berbangsa dan bernegara di NKRI tenang & damai lagi",tangung blokir jokowi yuk ah tingkatkan lengserkan jokowi biar kehidupan berbangsa bernegara negara kesatuan republik indonesia tenang damai,1,0,1,0,0,0,0,0,1,0,0,1
"Propaganda agama selalu pembrontakan dipimpinUlama atau Ustaz.Tetapi buktinya tidak pernah ada ulama/ustaz yg ditangkap apalagi dibuang ke BovenDigul,.Yg ada adalah tahanan NASOMALISdan KOMUNIS.Ada bukti lain?'",propaganda agama pemberontakan dipimpin ulama ustaz buktinya ulama ustaz ditangkap dibuang boven digoel tahanan nasionalisme komunis bukti,0,0,0,0,0,0,0,0,0,0,0,0
URL &lt;-#ngentot #bugil pacar lesbi',uniform resource locator lt ngentot bugil pacar lesbi,0,1,0,0,0,0,0,0,0,0,0,0
"#pru14 Presiden PAS Datuk Seri Abdul Hadi Awang tidak akan mempertahankan kerusi Dewan Undangan Negeri (DUN) Rhu Rendang, sebaliknya hanya akan bertanding kerusi Parlimen - Setiausaha Agung PAS, Datuk Takiyuddin Hassan",pru 14 presiden pas datuk seri abdul hadi awang mempe ahankan kerusi dewan undangan negeri dun razia hiburan rendang be anding kerusi parlemen setia usaha agung pas datuk takiyuddin hasan,0,0,0,0,0,0,0,0,0,0,0,0
Yang pro komunis Indonesia = komunis URL,pro komunis indonesia komunis uniform resource locator,1,0,0,1,0,1,0,0,0,0,1,0
RT USER: #RETWEET \nYg lagi viral...Video mesum marion jola indonesia idol\n\n#horny #memek #colmek #colokmemek #jembut #memekbece\xe2\x80\xa6',retweet viral video mesum marion jola indonesia idol horny memek colok memek colok memek jembut memek becek,0,1,0,0,0,0,0,0,0,0,0,0
"Ganti kapolri, Harus ganti presiden, LENGSERKAN jokowi menjadi harga mati",ganti kepala kepolisian republik indonesia ganti presiden lengserkan jokowi harga mati,1,0,1,0,0,0,0,0,1,0,0,1
USER Yng suka nyinyir itulah antek asing aseng yng sebenarnya dan ga akan suka indonesia maju dan berhasil..',suka nyinyir antek asing asing suka indonesia maju berhasil,0,0,0,0,0,0,0,0,0,0,0,0
USER USER yahudi berapa tu bosku . dalam 100 lbih jgk?',yahudi bosku 100,0,0,0,0,0,0,0,0,0,0,0,0
Akan terbit 26 Mei 2016: Berkata Baik atau Diam ï¿½ï¿½ï¿½ Ninik Handrini | Info:,terbit 26 mei 2016 diam ninik handrini info,0,0,0,0,0,0,0,0,0,0,0,0
"USER Udh Tambah Susah Nyari Kerja, Tapi TKA CiNa Bebas Masuk. Di Tambah PHK Di Berbagai Tempat. #2019GantiPresiden'",susah mencari kerja tenaga kerja asing cina bebas masuk pemutusan hubungan kerja 2019 ganti presiden,0,0,0,0,0,0,0,0,0,0,0,0
USER USER LAHSI KAMPANG GUA DI DULUIN PARAH LO JEP KAN GUA JOMBLO SNDRI NIH',sih kampang gue dulukan parah jep gue jomlo nih,0,1,0,0,0,0,0,0,0,0,0,0
"USER USER Pikiran dongo jgn tll diumbar koh....pagi"" bikin anu aja..\xf0\x9f\x98\x82'",pikiran dongok tll diumbar koh pagi bikin anu,1,1,1,0,0,0,0,0,1,1,0,0
Di arab koruptor di potong tangan Di cina koruptor di potong kepala Di Indonesia koruptor di potong masa tahanan,arab koruptor potong tangan cina koruptor potong kepala indonesia koruptor potong tahanan,1,0,0,1,0,0,0,0,1,0,1,0
Sinting gua asli anak winner beneran pada punya twitter',sinting gue asli anak winner benaran twitter,0,1,0,0,0,0,0,0,0,0,0,0
DISEBUT PENCITRAAN! JOKOWI LEGOWO AKAN TERUS BANTU ROHINGYA PRABOWO AMIEN RAIS DIAM: URL melalui USER,pencitraan jokowi legowo bantu rohingya prabowo amien rais diam uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
"RAHAYU NINGRUM DIY USERð???MENGUCAPKAN SELAMAT PAGI IBU BP ADIK KAKAK,KAKEK, NENEK, ASSALAMMUALAIKUM, SALOM, HOM SANTI OM, NAMO BUDAYAð???ð??®ð??©",rahayu ningrum diy selamat pagi adik kakak kakek nenek asalamualaikum shalom hom santi om nama budaya,0,0,0,0,0,0,0,0,0,0,0,0
Kampret\n\nKemaren cepet2an beli sekarang dijual online \xf0\x9f\x98\xa4\xf0\x9f\x98\xa4\xf0\x9f\x98\xa4 URL,kampret kemarin cepat cepatan beli dijual online uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
"USER rezim skrg... blm selesei trus ambruk, nancepin di puing hutang negara?; hancur (hanya curhat); ------; ; #2019GantiPresiden; #2019GantiPresiden",rezim selesai ambruk menancapkan puing hutang negara hancur curhat 2019 ganti presiden 2019 ganti presiden,1,0,0,1,0,0,0,0,1,0,1,0
USER USER AYO NUSANTARAKAN SEMUA PERUSAHAAN ASING YG ADA DI INDONESIA...',ayo nusantarakan perusahaan asing indonesia,0,0,0,0,0,0,0,0,0,0,0,0
Jika pergi haji ke arab lalu pulang harus dipanggil abah\nBagaimana dgn TKI yg pulang dari arab? Apakah dipanggil abah juga? Atau dipanggil abda?!',pergi haji arab pulang dipanggil ayah tenaga kerja indonesia pulang arab dipanggil ayah dipanggil abda,0,0,0,0,0,0,0,0,0,0,0,0
Random thoughts malam ini lanjut ke kontroversi keberadaan yang nggak kelihatan. Inspirasinya dari misa arwah yang kerap kali diadakan di Gereja Katolik. Kenapa arwah harus didoakan? Dimana mereka? Ini topik diskusi yang sering gw obrolin sama my dearly,random thoughts malam kontroversi keberadaan inspirasinya misa arwah kerap kali diadakan gereja katolik arwah didoakan dimana topik diskusi gue mengobrol my dearly,0,0,0,0,0,0,0,0,0,0,0,0
owner nya nggak ada.; ordernya ada.; Sakit.; USER,owner nya ordernya sakit,0,0,0,0,0,0,0,0,0,0,0,0
__-__; Tahun ini Masyarakat Adat Baduy menyerahkan hasil panennya kepada Pjs Bupati Lebak Ino S Rawita dan Gubernur Banten Wahidin Halim. #SebaBaduy2018,masyarakat adat badui menyerahkan hasil panennya pejabat bupati lebak ino si rawita gubernur banten wahidin halim seba baduy 2018,0,0,0,0,0,0,0,0,0,0,0,0
19 april CNN kibarkan bendera kuning atas kematian ahok-djarot....,19 april cnn kibarkan bendera kuning kematian ahok djarot,1,0,0,1,0,0,0,0,1,0,1,0
"Yaapssss, kita harus promosiin besar-besaran; ; #YukPromosikanAsianGames18",yaapssss promosikan besaran ayo promosikan asian games 2018,0,0,0,0,0,0,0,0,0,0,0,0
"paling mau muntah liat lagak nya USER, jadi orang sok iye banget hoek",muntah lihat lagak nya orang sok iya banget hoek,1,1,1,0,0,0,0,0,1,1,0,0
1.Penetrasi Gubernur Jawa Tengah (Jateng) non-aktif Ganjar Pranowo ke Kementerian Pertanian (Kementan) membuahkan hasil. ; #LupaBolehNgawurJangan; #PilgubJateng2018; #KamiGanjarYasin; #Ganjaryasin1; #JatengGayeng1xLagi; #PDIPerjuangan; #KandangBant3ng,1 penetrasi gubernur jawa jawa non aktif ganjar pranowo kementerian pe anian kementerian pertahanan membuahkan hasil lupa ngawur pilihan gubernur 2018 ganjar yasin ganjar yasin 1 jawa gayeng 1 kali partai demokrasi indonesia perjuangan kandang banteng,0,0,0,0,0,0,0,0,0,0,0,0
"Lumba-lumba, Gajah dan Monyet mampu mengenali dirinya di cermin.'",lumba lumba gajah monyet mengenali cermin,0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER USER USER Ga jelas nih admin apa presiden partai ð???asalll banget pokoknyah,nih admin presiden ai asalll banget pokoknya,0,0,0,0,0,0,0,0,0,0,0,0
wah udah gila URL,gila uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
"Anda didungukan, dijajah, dan diperbudak Islam, Muslim bukan ras tapi pilihan yg dpt diubah USER rasis?",didungukan dijajah diperbudak islam muslim ras pilihan diubah racist,1,1,0,1,1,0,0,0,0,0,1,0
"Penyebab macetnya divestasi saham Freeport, salah satunya adalah terbitnya Peraturan Pemerintah Nomor 20 tahun 1994 yang menyatakan, perusahaan penanaman modal asing tidak diwajibkan mendivestasi sahamnya kepada pihak Indonesia.\n\n#Freeport51'",penyebab macetnya divestasi saham freepo salah satunya terbitnya peraturan pemerintah nomor 20 1994 perusahaan penanaman modal asing diwajibkan mendivestasi sahamnya indonesia freepo 51,0,0,0,0,0,0,0,0,0,0,0,0
"USER Cinta itu buta cha tapi walaupun begitu amitamit ya jgn sampe, ga ada enaknya :('",cinta buta cha amit amit ya enaknya,0,0,0,0,0,0,0,0,0,0,0,0
Pemerintah berencana membuat payung hukum baru untuk memudahkan proyek di luar Proyek Strategis Nasional dalam proses membebaskan lahan.,pemerintah berencana payung hukum memudahkan proyek proyek strategis nasional proses membebaskan lahan,0,0,0,0,0,0,0,0,0,0,0,0
bagusnya PKI PKI macam USER USER dan USER dibubarkan aj dan dijadikan organisasi terlarang.,bagusnya partai komunis indonesia partai komunis indonesia dibubarkan dijadikan organisasi terlarang,1,0,0,1,0,1,0,0,0,0,1,0
Lengserkan Jokowi saja jika seperti ini mainnya?,lengserkan jokowi sepe i mainnya,1,0,1,0,0,0,0,0,1,0,0,1
USER Berarti kalo dkasih coklat mau aja? \xf0\x9f\x98\xaf\n\nKejam sekali pokoknya :( km sih masih kecil jadi ga ngerasain/?',bera i dikasih coklat kejam pokoknya km sih merasakan,0,0,0,0,0,0,0,0,0,0,0,0
Gamungkin dong gue ngemafia masa mainin 3 acc edan!!',gue ngemafia mainkan 3 acc edan,0,1,0,0,0,0,0,0,0,0,0,0
USER USER Ga aneh survey bawa nama kampus.. Nanti kaya si luhut bawa itb buat dukung reklamasi.. Cebong mah gitu.. Heheheh',aneh survei bawa nama kampus kayak sih luhut bawa institut teknologi bandung dukung reklamasi cebong hehe,1,1,1,0,0,0,0,0,1,1,0,0
USER Lo celeng',celeng,1,1,1,0,0,0,0,0,1,1,0,0
Gue trkdg bingung ma yg nntn di bioskop. Udh cape2 ngantri &amp; bayar tix pun mahal eh begitu dlm bioskop bukannya nntn malah main hp. GOBLOG!!',gue terkadang bingung menonton bioskop capai capai mengantre amp bayar tix mahal eh bioskop menonton main handphone goblok,1,1,0,1,0,0,0,0,1,0,1,0
USER USER Kalau felix pilih agama tinggalkan negara ini.,felix pilih agama tinggalkan negara,1,0,1,0,0,0,0,0,1,1,0,0
"*dimall*. Pak, Mama Aku Hilang. Security Bentar Ya. *cek Cek"" Pengumuman U/ Org Tua Asu. Yg Merasa Kehilangan.'",mal mama hilang security bentar ya cek cek pengumuman orang tua anjing kehilangan,0,1,0,0,0,0,0,0,0,0,0,0
USER Arseto..ini kunyuk yg sedang cari panggung...',arseto kunyuk cari panggung,0,1,0,0,0,0,0,0,0,0,0,0
USER Jd menurut pak ustadz mengenai yg rame d perbincangkan bgmna? Apakah RG trmasuk menista agama?,ustaz ramai perbincangkan rg menista agama,0,0,0,0,0,0,0,0,0,0,0,0
"Gue ingin memberikan opini gue tentang marah-marah. Jadi begini, menurut gue saat kita marah itu kita hanya menunjukkan keegoisan kita. Kok bisa?! Karena saat marah itu, kita pengennya didengar, mengabaikan pendapat orang lain, kayak bodo amat woi yang penting u pd dengerin w?!'",gue opini gue marah marah gue marah keegoisan marah inginnya didengar mengabaikan pendapat orang kayak bodoh woi dengarkan gue,0,0,0,0,0,0,0,0,0,0,0,0
RT USER tapi kenyataanya jutaan rakyat kecil asli pribumi yg miskin justru semakin dimiskinkan oleh ahok cina kafir....,kenyataanya jutaan rakyat asli pribumi miskin dimiskinkan ahok cina kafir,1,1,1,0,1,1,0,0,0,1,0,0
"USER USER Hatta Faisal Tehrani tu Yahudi sekalipun tak salah untuk menyantuni dia selagi dua-dua pihak saling menghormati satu sama lain. Dari sudut kita, dia masih hamba Allah kan?'",hatta faisal teh rani yahudi salah menyantuni selagi menghormati sudut hamba allah,0,0,0,0,0,0,0,0,0,0,0,0
"RT USER: Aku tuh gimana ya. Merasa lebih berdosa aja kalo misal okelah menikah muda, tapi anak cucuku kelak susah makan, susah idup,\xe2\x80\xa6'",ya berdosa okelah menikah muda anak cucuku kelak susah makan susah hidup,0,0,0,0,0,0,0,0,0,0,0,0
"USER USER USER USER Horee 2019 kita ganti presiden.\nAsiiik, tapi siapa gantinya bang? \nGoblok, tolol, kunyuk malah nanya, ya kita cari bareng2 koplok. \nOoo, kirain udah ada bang..\n\nKata rockygering inilah sekumpulan c",hore 2019 ganti presiden nasiiik gantinya bang goblok tolol kunyuk ya cari bareng bareng goblok nooo kiraan bang rocky gerung sekumpulan c,1,1,1,0,0,0,0,0,1,1,0,0
Kalau diklaim pemerintahnya gagal tangani banjir dan warga miskin meningkat. Eksekutif dan Legislatif itu sama2 BEGO.',diklaim pemerintahnya gagal tangani banjir warga miskin meningkat eksekutif legislatif bego,1,1,0,1,0,0,0,0,1,0,1,0
untung bukan chan yang bilang duluan aja. kalo dia sih gue dalam radius ribuan atau jutaan kilometer dari sana udah jadi taplak meja.',untung chan bilang sih gue radius ribuan jutaan kilometer taplak meja,0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER kan ente bahas janji kampanye. ada yg hoax tuh katanya jokowi janji dollar 10rb. trs bani micin maen goreng aja. hadeuuh',bahas janji kampanye hoaks jokowi janji dolar sepuluh ribu bani micin main goreng aduh,1,1,0,1,0,0,0,0,1,0,1,0
Rewatching dan berkhayal si Dewa Gembel dapat adaptasi Live Action... siapa yang cocok jadi Yato? \xf0\x9f\x98\x84 \xe2\x80\x94 watching Noragami',rewatching berkhayal sih dewa gembel adaptasi live action cocok yato menonton noragami,0,0,0,0,0,0,0,0,0,0,0,0
"Atas tuduhan MUI? Mengoplos? Mudah dibantah, Islam Oplosan lbh berbahaya USER DPR: Proses Hukum Pengurus Gafatar!",tuduhan majelis ulama indonesia mengoplos mudah dibantah islam oplosan berbahaya dewan perwakilan rakyat proses hukum pengurus gerakan fajar nusantara,1,0,0,1,1,0,0,0,0,0,1,0
USER USER USER Emang loser sih. WKWKWKW gini nih. Gua bener2 ga suka pacar gua dapet ginian. Apaan. Kalo suka ngomong langsung gausah cupu gitu anjg.',loser sih wkwk nih gue suka pacar gue suka berbicara langsung cupu anjing,1,1,1,0,0,0,0,0,1,1,0,0
USER USER USER Anak monyet ya wajar kalo DONGO...\xf0\x9f\x98\x83\xf0\x9f\x98\x86\nTanya bapaklu...kalo lu punya bapak...\xf0\x9f\x98\x83',anak monyet ya wajar dongok bapakmu,1,1,1,0,0,0,0,0,1,1,0,0
"Di Kazakhstan, kartun SpongeBob SquarePants dilarang, karena kartun ini menciptakan sebuah budaya holiganisme, kekerasan, dan bullying.",kazakhstan kakak ujian nasional spongebob squarepants dilarang kakak ujian nasional menciptakan budaya hooliganisme kekerasan bullying,0,0,0,0,0,0,0,0,0,0,0,0
aku paling fck orang myanmar. noob sial main ml fckk',fuck orang myanmar noob sial main ml fuck,1,1,0,1,0,1,0,0,0,0,1,0
Beberapa pengguna Buah Iblis membutuhkan waktu dan latihan untuk memaksimalkan potensi kekuatan mereka',pengguna buah iblis membutuhkan latihan memaksimalkan potensi kekuatan,0,0,0,0,0,0,0,0,0,0,0,0
USER USER HTI jg organisasi dgn paham terlarang di Bumi Pancasila jd hrs Segera di Bubarkan,hati organisasi paham terlarang bumi pancasila bubarkan,1,0,0,1,0,0,0,0,1,0,0,1
RT USER USER USER USER Suaramu sumbang bong USER sejatinya mention 2 sprti ini sengaja untuk adu domba,suaramu sumbang bong sejatinya mention 2 sp i sengaja adu domba,1,0,1,0,0,0,0,0,1,1,0,0
SHAHIH BUKHARI MUSLIM; ã?¤; Para ulama sepakat bahwa hadits yang diriwayatkan olehImamâ?¦,sahih bukhari muslim ulama sepakat hadis diriwayatkan olehimam,0,0,0,0,0,0,0,0,0,0,0,0
Mgkin hrs dimulai dg lepas politik label? Antek Orba Kanan Fundamentalis,lepas politik label antek orde kanan fundamentalis,1,0,0,1,0,0,0,0,1,0,1,0
ada yg mau imejin eue di tl sama gua ga kena dare nih',imajinasi ngewe lini gue kena dare nih,0,1,0,0,0,0,0,0,0,0,0,0
"kalo kamu cari yang pendaftarnya 3563 orang yg keterima cuma 137 orang, Akutansi",cari pendaftarnya 3563 orang keterima 137 orang akuntansi,0,0,0,0,0,0,0,0,0,0,0,0
"Allah SWT minta di-sembah2 PSIKOPAT, apalagi mengharapkan Teror & Horor seperti terjadi di Brussels, GILA Pak Lukman",allah subhanahu wa taala sembah sembah psikopat mengharapkan teror horor sepe i brussel gila lukman,1,1,0,1,1,0,0,0,0,0,1,0
"Bagus ...bang,usir dr NKRI Gak pantes tuh myanmar dijuluki negara Budha.",bagus bang usir negara kesatuan republik indonesia myanmar dijuluki negara buddha,1,0,0,1,1,1,0,0,0,0,1,0
"USER 2018, IMF Pertahankan Perkiraan Pertumbuhan Ekonomi Global 3,9% International Mo",2018 international monetary fund pe ahankan perkiraan pe umbuhan ekonomi global 3 9 international,0,0,0,0,0,0,0,0,0,0,0,0
"Anda ini benturkan muslim,islam,agama,.saya muslim bung,hidup di indonesia.kita ini hidup di indonesia yg didasrkan dgn pancasila,.beraneka macam agama,.yg penting akhlaknya dlm memimpin negara ini,bukan hanya dgn kata kata tpi perbuatan",benturkan muslim islam agama muslim hidup indonesia hidup indonesia didasarkan pancasila beraneka agama akhlaknya memimpin negara perbuatan,0,0,0,0,0,0,0,0,0,0,0,0
Islam dan Katolik\nNikahannya secara Budha\n\xf0\x9f\xa4\x94',islam katolik nikahannya buddha,0,0,0,0,0,0,0,0,0,0,0,0
USER heleh \n\nmodar sana hush',alah modar hush,0,1,0,0,0,0,0,0,0,0,0,0
"Bak kata orang Indonesia tu, kalau pelaburan luar tak wujudkan peluang perkerjaan, itu bukan pelaburan tapi penjajahan ekonomi. Jangan kesal kemudian. Ubah selagi sempat. Yahoo",bak orang indonesia pelaburan wujudkan peluang pekerjaan pelaburan penjajahan ekonomi kesal ubah selagi yahoo,0,0,0,0,0,0,0,0,0,0,0,0
"Gue masih ga nyangka,tahun 2013 masih ada aja yg alay bro | ciyus? Miapa? | *Gulingin jamban*'",gue menyangka 2013 alay bro serius gulingkan jamban,0,0,0,0,0,0,0,0,0,0,0,0
Dagangan saya rame bulan April ini...,dagangan ramai april,0,0,0,0,0,0,0,0,0,0,0,0
"Lokasi Klenteng ini terdapat di Jalan Panjaitan. Pada tahun baru Imlek, klenteng akan mempertunjukan tarian tradisional Tionghoa. Saat ini menjadi saat berkunjung yg sangat tepat selain hari-hari biasa.\n#AyoKeFestivalPesonaBunaken'",lokasi klenteng jalan panjaitan imlek klenteng mempe unjukan tarian tradisional tionghoa berkunjung ayo festival pesona bunaken,0,0,0,0,0,0,0,0,0,0,0,0
RT USER: https:// #ngentoto #mememk #lonte #lempung #kontol #crottt #jembut # pecuh URL,hypertext transfer protocol over secure socket layer ngentot memek lonte lempung kontol crottt jembut pejuh uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
